IRN,ORGANIZATION NAME,SCHOOL TYPE,GRADE SPAN,ORGANIZATION TYPE,ORGANIZATION CATEGORY,STATUS,DESIGNATED COUNTY,WEB URL,ORG EMAIL ADDRESS,ORG MAILING ADDRESS,ORG PHONE,ORG FAX,SUPERINTENDENT,SUPERINTENDENT EMAIL,SUPERINTENDENT PHONE,TREASURER,TREASURER EMAIL,TREASURER PHONE,PRINCIPAL,PRINCIPAL EMAIL,PRINCIPAL PHONE,PARENT IRN,PARENT ORGANIZATION NAME
000296,Summit Academy Community School-Columbus,Elementary School,K-5,Community School,School,Open,Franklin,https://summitacademies.org/schools/columbus-elementary/,cheryl.elliott@summitacademies.org,"2521 Fairwood Ave Ste 100, Columbus, Ohio, 43207",(614) 237-5497,(614) 237-6519,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Cheryl Elliott,cheryl.elliott@summitacademies.org,(614) 579-1710,014992,Summit Academy Management
000296,Summit Academy Community School-Columbus,Community School Startup,K-5,Community School,School,Open,Franklin,https://summitacademies.org/schools/columbus-elementary/,cheryl.elliott@summitacademies.org,"2521 Fairwood Ave Ste 100, Columbus, Ohio, 43207",(614) 237-5497,(614) 237-6519,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Cheryl Elliott,cheryl.elliott@summitacademies.org,(614) 579-1710,014992,Summit Academy Management
000305,Summit Academy Community School-Warren,Elementary School,K-7,Community School,School,Open,Trumbull,https://summitacademies.org/schools/warren-elementary/,allison.glass@summitacademies.org,"2106 Arbor Ave SE, Warren, Ohio, 44484",(330) 369-4233,N/A,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Allison Glass,allison.glass@summitacademies.org,(330) 518-0398,014992,Summit Academy Management
000305,Summit Academy Community School-Warren,Community School Startup,K-7,Community School,School,Open,Trumbull,https://summitacademies.org/schools/warren-elementary/,allison.glass@summitacademies.org,"2106 Arbor Ave SE, Warren, Ohio, 44484",(330) 369-4233,N/A,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Allison Glass,allison.glass@summitacademies.org,(330) 518-0398,014992,Summit Academy Management
000297,Summit Academy Community School - Dayton,Junior High School,K-8,Community School,School,Open,Montgomery,https://summitacademies.org/schools/dayton-elementary/,megan.fagan@summitacademies.org,"4128 Cedar Ridge Rd, Dayton, Ohio, 45414",(937) 278-4298,(937) 278-4613,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Megan Fagan,megan.fagan@summitacademies.org,(937) 307-4955,014992,Summit Academy Management
000297,Summit Academy Community School - Dayton,Community School Startup,K-8,Community School,School,Open,Montgomery,https://summitacademies.org/schools/dayton-elementary/,megan.fagan@summitacademies.org,"4128 Cedar Ridge Rd, Dayton, Ohio, 45414",(937) 278-4298,(937) 278-4613,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Megan Fagan,megan.fagan@summitacademies.org,(937) 307-4955,014992,Summit Academy Management
000298,Summit Academy Secondary - Akron,High School,9-12,Community School,School,Open,Summit,https://summitacademies.org/schools/akron-secondary/,Ralph.Grant@summitacademies.org,"464 S Hawkins Ave, Akron, Ohio, 44320",(330) 434-2343,N/A,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Ralph Grant,ralph.grant@summitacademies.org,(330) 434-2343,014992,Summit Academy Management
000298,Summit Academy Secondary - Akron,Community School Startup,9-12,Community School,School,Open,Summit,https://summitacademies.org/schools/akron-secondary/,Ralph.Grant@summitacademies.org,"464 S Hawkins Ave, Akron, Ohio, 44320",(330) 434-2343,N/A,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Ralph Grant,ralph.grant@summitacademies.org,(330) 434-2343,014992,Summit Academy Management
000303,Summit Academy Secondary - Youngstown,High School,8-12,Community School,School,Open,Mahoning,https://summitacademies.org/schools/youngstown-secondary/,Kevin.Sheely@summitacademies.org,"2800 Shady Run Rd, Youngstown, Ohio, 44502",(234) 228-8235,N/A,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Kevin Sheely,kevin.sheely@summitacademies.org,(330) 881-0279,014992,Summit Academy Management
000303,Summit Academy Secondary - Youngstown,Community School Startup,8-12,Community School,School,Open,Mahoning,https://summitacademies.org/schools/youngstown-secondary/,Kevin.Sheely@summitacademies.org,"2800 Shady Run Rd, Youngstown, Ohio, 44502",(234) 228-8235,N/A,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Kevin Sheely,kevin.sheely@summitacademies.org,(330) 881-0279,014992,Summit Academy Management
000300,Summit Academy Secondary - Canton,High School,9-12,Community School,School,Open,Stark,https://summitacademies.org/schools/canton-secondary/,lisa.cook@summitacademies.org,"2400 Cleveland Ave NW, Canton, Ohio, 44709",(330) 453-8547,(330) 453-8924,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Lisa Cook,LISACOOK39@YAHOO.COM,(330) 453-8547,014992,Summit Academy Management
000300,Summit Academy Secondary - Canton,Community School Startup,9-12,Community School,School,Open,Stark,https://summitacademies.org/schools/canton-secondary/,lisa.cook@summitacademies.org,"2400 Cleveland Ave NW, Canton, Ohio, 44709",(330) 453-8547,(330) 453-8924,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Lisa Cook,LISACOOK39@YAHOO.COM,(330) 453-8547,014992,Summit Academy Management
000301,Summit Academy - Toledo,High School,K-12,Community School,School,Open,Lucas,       ,chris.wheeler@summitacademies.org,"301 Collingwood Blvd, Toledo, Ohio, 43604",(419) 243-1815,N/A,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Abby Spangler,abby.spangler@summitacademies.org,(734) 497-1529,014992,Summit Academy Management
000301,Summit Academy - Toledo,Community School Startup,K-12,Community School,School,Open,Lucas,       ,chris.wheeler@summitacademies.org,"301 Collingwood Blvd, Toledo, Ohio, 43604",(419) 243-1815,N/A,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Abby Spangler,abby.spangler@summitacademies.org,(734) 497-1529,014992,Summit Academy Management
000302,Summit Academy Community School-Parma,High School,K-12,Community School,School,Open,Cuyahoga,https://summitacademies.org/schools/parma-community/,charlotte.ray@summitacademies.org,"5868 Stumph Rd, Parma, Ohio, 44130",(440) 888-5407,(440) 888-5417,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Charlotte Ray,charlotte.ray@summitacademies.org,(216) 536-5011,014992,Summit Academy Management
000302,Summit Academy Community School-Parma,Community School Startup,K-12,Community School,School,Open,Cuyahoga,https://summitacademies.org/schools/parma-community/,charlotte.ray@summitacademies.org,"5868 Stumph Rd, Parma, Ohio, 44130",(440) 888-5407,(440) 888-5417,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Charlotte Ray,charlotte.ray@summitacademies.org,(216) 536-5011,014992,Summit Academy Management
000311,Bridges Community Academy,High School,K-12,Community School,School,Open,Seneca,bcatiffin.org,csmith@bcatiffin.org,"190 St Francis Ave, Tiffin, Ohio, 44883",(419) 455-9295,N/A,Catherine Smith,csmith@bcatiffin.org,N/A,Dan Lamb,dlamb@charterschoolspec.com,(614) 837-8945,Catherine Smith,csmith@bcatiffin.org,N/A,N/A,N/A
000311,Bridges Community Academy,Community School Startup,K-12,Community School,School,Open,Seneca,bcatiffin.org,csmith@bcatiffin.org,"190 St Francis Ave, Tiffin, Ohio, 44883",(419) 455-9295,N/A,Catherine Smith,csmith@bcatiffin.org,N/A,Dan Lamb,dlamb@charterschoolspec.com,(614) 837-8945,Catherine Smith,csmith@bcatiffin.org,N/A,N/A,N/A
000321,Constellation Schools: Old Brooklyn Community Middle,Middle School,K-12,Community School,School,Open,Cuyahoga,http://oldbrooklyncommunitymiddle.constellationschools.com/,N/A,"4430 State Rd, Cleveland, Ohio, 44109",(216) 351-0280,N/A,Rebecca Keeney,keeney.rebecca@constellationschools.com,(216) 712-7600,Caroline Zito,zito.caroline@constellationschools.com,(330) 701-7810,Cherie Kaiser,kaiser.cherie@constellationschools.com,(216) 661-7888,014981,"Constellation Schools, LLC"
000321,Constellation Schools: Old Brooklyn Community Middle,Community School Startup,K-12,Community School,School,Open,Cuyahoga,http://oldbrooklyncommunitymiddle.constellationschools.com/,N/A,"4430 State Rd, Cleveland, Ohio, 44109",(216) 351-0280,N/A,Rebecca Keeney,keeney.rebecca@constellationschools.com,(216) 712-7600,Caroline Zito,zito.caroline@constellationschools.com,(330) 701-7810,Cherie Kaiser,kaiser.cherie@constellationschools.com,(216) 661-7888,014981,"Constellation Schools, LLC"
000319,Constellation Schools: Madison Community Elementary,Elementary School,K-8,Community School,School,Open,Cuyahoga,http://madisoncommunityelementary.constellationschools.com/,marconi.louis@constellationschools.com,"2015 W 95th St, Cleveland, Ohio, 44102",(216) 651-5212,(216) 651-9040,Rebecca Keeney,keeney.rebecca@constellationschools.com,(216) 712-7600,Caroline Zito,zito.caroline@constellationschools.com,(330) 701-7810,Louis Marconi,marconi.louis@constellationschools.com,(440) 862-0100,014981,"Constellation Schools, LLC"
000319,Constellation Schools: Madison Community Elementary,Community School Startup,K-8,Community School,School,Open,Cuyahoga,http://madisoncommunityelementary.constellationschools.com/,marconi.louis@constellationschools.com,"2015 W 95th St, Cleveland, Ohio, 44102",(216) 651-5212,(216) 651-9040,Rebecca Keeney,keeney.rebecca@constellationschools.com,(216) 712-7600,Caroline Zito,zito.caroline@constellationschools.com,(330) 701-7810,Louis Marconi,marconi.louis@constellationschools.com,(440) 862-0100,014981,"Constellation Schools, LLC"
000316,Constellation Schools: Westpark Community Middle,High School,K-12,Community School,School,Open,Cuyahoga,http://westparkcommunitymiddle.constellationschools.com/,kidd.mindy@constellationschools.com,"16210 Lorain Ave, Cleveland, Ohio, 44111",(216) 251-7200,N/A,Rebecca Keeney,keeney.rebecca@constellationschools.com,(216) 712-7600,Caroline Zito,zito.caroline@constellationschools.com,(330) 701-7810,Mindy Kidd,kidd.mindy@constellationschools.com,(216) 251-7200,014981,"Constellation Schools, LLC"
000316,Constellation Schools: Westpark Community Middle,Community School Startup,K-12,Community School,School,Open,Cuyahoga,http://westparkcommunitymiddle.constellationschools.com/,kidd.mindy@constellationschools.com,"16210 Lorain Ave, Cleveland, Ohio, 44111",(216) 251-7200,N/A,Rebecca Keeney,keeney.rebecca@constellationschools.com,(216) 712-7600,Caroline Zito,zito.caroline@constellationschools.com,(330) 701-7810,Mindy Kidd,kidd.mindy@constellationschools.com,(216) 251-7200,014981,"Constellation Schools, LLC"
000320,Constellation Schools: Lorain Community Middle,Middle School,K-12,Community School,School,Open,Lorain,http://loraincommunitymiddle.constellationschools.com/,N/A,"1110 W 4th St, Lorain, Ohio, 44052",(440) 242-2023,N/A,Rebecca Keeney,keeney.rebecca@constellationschools.com,(216) 712-7600,Caroline Zito,zito.caroline@constellationschools.com,(330) 701-7810,Melisa Shady,lcsprincipal@constellationschools.com,(440) 204-2130,014981,"Constellation Schools, LLC"
000320,Constellation Schools: Lorain Community Middle,Community School Startup,K-12,Community School,School,Open,Lorain,http://loraincommunitymiddle.constellationschools.com/,N/A,"1110 W 4th St, Lorain, Ohio, 44052",(440) 242-2023,N/A,Rebecca Keeney,keeney.rebecca@constellationschools.com,(216) 712-7600,Caroline Zito,zito.caroline@constellationschools.com,(330) 701-7810,Melisa Shady,lcsprincipal@constellationschools.com,(440) 204-2130,014981,"Constellation Schools, LLC"
000318,Menlo Park Academy,Elementary School,K-9,Community School,School,Open,Cuyahoga,www.menloparkacademy.com,stacy.stuhldreher@menloparkacademy.com,"2149 W 53rd St, Cleveland, Ohio, 44102",(440) 925-6365,N/A,Stacy Stuhldreher,stacy.stuhldreher@menloparkacademy.com,(216) 633-4090,David Massa,dave@massasolutionsllc.com,(330) 515-0572,Stacy Stuhldreher,stacy.stuhldreher@menloparkacademy.com,(216) 633-4090,N/A,N/A
000318,Menlo Park Academy,Community School Startup,K-9,Community School,School,Open,Cuyahoga,www.menloparkacademy.com,stacy.stuhldreher@menloparkacademy.com,"2149 W 53rd St, Cleveland, Ohio, 44102",(440) 925-6365,N/A,Stacy Stuhldreher,stacy.stuhldreher@menloparkacademy.com,(216) 633-4090,David Massa,dave@massasolutionsllc.com,(330) 515-0572,Stacy Stuhldreher,stacy.stuhldreher@menloparkacademy.com,(216) 633-4090,N/A,N/A
000318,Menlo Park Academy,Data Aggregates to Local District,K-9,Community School,School,Open,Cuyahoga,www.menloparkacademy.com,stacy.stuhldreher@menloparkacademy.com,"2149 W 53rd St, Cleveland, Ohio, 44102",(440) 925-6365,N/A,Stacy Stuhldreher,stacy.stuhldreher@menloparkacademy.com,(216) 633-4090,David Massa,dave@massasolutionsllc.com,(330) 515-0572,Stacy Stuhldreher,stacy.stuhldreher@menloparkacademy.com,(216) 633-4090,N/A,N/A
000338,Horizon Science Academy Toledo,High School,K-12,Community School,School,Open,Lucas,http://www.horizontoledo.org/,info@horizontoledo.org,"2600 W Sylvania Ave, Toledo, Ohio, 43613",(419) 474-3350,(419) 474-3351,Yasar Bora,bora@conceptschools.org,(216) 298-9002,Ramazan Celep,celep@conceptschools.org,(847) 824-3380,AYDIN KARA,kara@horizontoledo.org,(419) 474-3350,014979,Concept Schools
000338,Horizon Science Academy Toledo,Community School Startup,K-12,Community School,School,Open,Lucas,http://www.horizontoledo.org/,info@horizontoledo.org,"2600 W Sylvania Ave, Toledo, Ohio, 43613",(419) 474-3350,(419) 474-3351,Yasar Bora,bora@conceptschools.org,(216) 298-9002,Ramazan Celep,celep@conceptschools.org,(847) 824-3380,AYDIN KARA,kara@horizontoledo.org,(419) 474-3350,014979,Concept Schools
000342,Youngstown Virtual Academy,High School,9-12,Public School,School,Open,Mahoning,N/A,jennifer.damico@youngstown.k12.oh.us,"20 W Wood St, Youngstown, Ohio, 44503",(330) 744-8750,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rick Gurski,rick.gurski@youngstown.k12.oh.us,(216) 269-4781,045161,Youngstown City
000345,Elmwood Elementary School,Elementary School,"K-4,P",Public School,School,Open,Wood,N/A,N/A,"7650 Jerry City Rd, Bloomdale, Ohio, 44817",(419) 655-2583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gerald Dulle,dullg@elmwoodschools.org,(419) 655-2583,050682,Elmwood Local
000348,Palm Elementary School,Elementary School,K-5,Public School,School,Open,Lorain,http://www.lorainschools.org,N/A,"2319 E 34th St, Lorain, Ohio, 44055",(440) 277-1240,(440) 277-1225,N/A,N/A,N/A,N/A,N/A,N/A,Deborah Pustulka,dpustulka@loraincsd.org,(440) 830-4180,044263,Lorain City
000350,Granger Elementary School,Elementary School,"K-5,P",Public School,School,Open,Medina,http://www.highlandschools.org,lgausman@highlandschools.org,"3940 Ridge Rd, Medina, Ohio, 44256",(330) 239-1901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LeAnn Gausman,lgausman@highlandschools.org,(330) 460-6064,048496,Highland Local
000351,Ulysses S. Grant Middle School,Middle School,6-8,Public School,School,Open,Marion,N/A,N/A,"420 Presidential Dr, Marion, Ohio, 43302",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Robert Ballinger,kballinger@mcspresidents.org,(740) 223-4848,044339,Marion City
000352,William McKinley Elementary School,Elementary School,"K-5,P",Public School,School,Open,Marion,N/A,N/A,"925 Chatfield Rd, Marion, Ohio, 43302",(740) 223-4600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Matthew Holsinger,mholsinger@mcspresidents.org,(740) 244-    ,044339,Marion City
000360,Miamisburg Secondary Academy,High School,7-12,Community School,School,Open,Montgomery,http://miamisburgsecondaryacademy.org/,gwhitehead@miamisburg.k12.oh.us,"1860 Belvo Rd, Miamisburg, Ohio, 45342",(937) 866-0771,N/A,Gregory Whitehead,gwhitehead@miamisburg.k12.oh.us,(937) 866-0771,Tina Hageman,thageman@miamisburg.k12.oh.us,(937) 866-3381,N/A,N/A,N/A,044396,Miamisburg City
000360,Miamisburg Secondary Academy,Community School Conversion,7-12,Community School,School,Open,Montgomery,http://miamisburgsecondaryacademy.org/,gwhitehead@miamisburg.k12.oh.us,"1860 Belvo Rd, Miamisburg, Ohio, 45342",(937) 866-0771,N/A,Gregory Whitehead,gwhitehead@miamisburg.k12.oh.us,(937) 866-0771,Tina Hageman,thageman@miamisburg.k12.oh.us,(937) 866-3381,N/A,N/A,N/A,044396,Miamisburg City
000360,Miamisburg Secondary Academy,Dropout Recovery,7-12,Community School,School,Open,Montgomery,http://miamisburgsecondaryacademy.org/,gwhitehead@miamisburg.k12.oh.us,"1860 Belvo Rd, Miamisburg, Ohio, 45342",(937) 866-0771,N/A,Gregory Whitehead,gwhitehead@miamisburg.k12.oh.us,(937) 866-0771,Tina Hageman,thageman@miamisburg.k12.oh.us,(937) 866-3381,N/A,N/A,N/A,044396,Miamisburg City
000360,Miamisburg Secondary Academy,Blended School,7-12,Community School,School,Open,Montgomery,http://miamisburgsecondaryacademy.org/,gwhitehead@miamisburg.k12.oh.us,"1860 Belvo Rd, Miamisburg, Ohio, 45342",(937) 866-0771,N/A,Gregory Whitehead,gwhitehead@miamisburg.k12.oh.us,(937) 866-0771,Tina Hageman,thageman@miamisburg.k12.oh.us,(937) 866-3381,N/A,N/A,N/A,044396,Miamisburg City
000363,Akron Alternative Academy,High School,9-12,Public School,School,Open,Summit,N/A,N/A,"77 W Thornton St, Akron, Ohio, 44311",(330) 761-3262,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rebecca Green-Pallotta,rgreen3@apslearns.org,(330) 733-0771,043489,Akron City
000382,Crestwood Primary School,Elementary School,"K-2,P",Public School,School,Open,Portage,N/A,N/A,"11256 Bowen Rd, Mantua, Ohio, 44255",(330) 357-8202,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CYNTHIA DUCCA,cducca@crestwoodschools.org,(440) 478-0216,049189,Crestwood Local
000383,Crestwood Intermediate School,Elementary School,"3-5,UNG",Public School,School,Open,Portage,N/A,N/A,"11260 Bowen Rd, Mantua, Ohio, 44255",(330) 357-8203,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Michelle Gerbrick,michellegerbrick@yahoo.com,(330) 620-0475,049189,Crestwood Local
000384,Chieftain Elementary School,Elementary School,"K-4,P",Public School,School,Open,Hocking,N/A,dheath@lhsd.k12.oh.us,"28296 Chieftain Dr, Logan, Ohio, 43138",(740) 385-1171,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Debra Heath,dheath@lhsd.k12.oh.us,N/A,044248,Logan-Hocking Local
000385,Hocking Hills Elementary School,Elementary School,"K-4,P",Public School,School,Open,Hocking,N/A,arice@lhsd.k12.oh.us,"19197 State Route 664 S, Logan, Ohio, 43138",(740) 385-7071,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kevin Rice,arice@lhsd.k12.oh.us,(740) 418-3027,044248,Logan-Hocking Local
000387,Central Elementary School,Elementary School,"K-4,P",Public School,School,Open,Hocking,N/A,lvanhorn@lhsd.k12.oh.us,"445 N Market St, Logan, Ohio, 43138",(740) 380-4664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lisa Van Horn,lvanhorn@lhsd.k12.oh.us,(740) 380-4664,044248,Logan-Hocking Local
000388,Gateway Elementary School,Elementary School,3-5,Public School,School,Open,Ashtabula,N/A,N/A,"229 Gateway Av, Conneaut, Ohio, 44030",(440) 593-7280,(440) 593-6038,N/A,N/A,N/A,N/A,N/A,N/A,Dawn Zappitelli,dzappitelli@cacsk12.org,(440) 593-7281,043810,Conneaut Area City
000389,Lakeshore Primary Elementary School,Elementary School,K-2,Public School,School,Open,Ashtabula,N/A,N/A,"755 Chestnut St, Conneaut, Ohio, 44030",(440) 593-7250,(440) 599-7149,N/A,N/A,N/A,N/A,N/A,N/A,Wendy Tisch,wtisch@cacsk12.org,(440) 567-6604,043810,Conneaut Area City
000400,Mapleton Elementary School,Elementary School,K-5,Public School,School,Open,Ashland,N/A,mapl_tweaver@tccsa.net,"2 Mountie Dr, Ashland, Ohio, 44805",(419) 945-2188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Michelle Roblin,mapl_mroblin@tccsa.net,(419) 651-3204,045831,Mapleton Local
000402,Findlay Digital Academy,High School,9-12,Community School,School,Open,Hancock,http://findlaydigitalacademy.com/,lgrove@findlaycityschools.org,"1219 W Main Cross St Ste 101, Findlay, Ohio, 45840",(419) 425-3598,(419) 425-3588,Rosemary Rooker,rrooker@findlaycityschools.org,(419) 425-8379,Gregory Spiess,spiessg@hancockesc.org,(419) 422-7525,Lawrence Grove,lgrove@findlaycityschools.org,(419) 429-8931,043984,Findlay City
000402,Findlay Digital Academy,Community School Conversion,9-12,Community School,School,Open,Hancock,http://findlaydigitalacademy.com/,lgrove@findlaycityschools.org,"1219 W Main Cross St Ste 101, Findlay, Ohio, 45840",(419) 425-3598,(419) 425-3588,Rosemary Rooker,rrooker@findlaycityschools.org,(419) 425-8379,Gregory Spiess,spiessg@hancockesc.org,(419) 422-7525,Lawrence Grove,lgrove@findlaycityschools.org,(419) 429-8931,043984,Findlay City
